EventTemplate,AdldEventId
Listing retrieved successfully,683
Last INode is not a directory,684
StartAfter string is not a reserved name,685
StartAfter string is invalid or does not start with separator,686
"Warming up <*> EDEKs... (initialDelay=<*>, retryInterval=<*>)",687
EDEKCacheLoader interrupted before warming up.,688
Failed to warm up EDEKs.,689
EDEKCacheLoader interrupted during retry.,690
Successfully warmed up <*> EDEKs.,691
Cannot warm up EDEKs.,692
Unable to warm up EDEKs.,693
Last seen exception:,694
AsyncDiskService has already shut down.,695
Shutting down all async disk service threads,696
All async disk service threads have been shut down,697
Executed nextOpImpl successfully,698
Acquired write lock for path <*>,699
Resolved path <*> to inode <*>,700
Checked path access for user hadoop_user with permissions READ|WRITE,701
Cannot truncate file with striped block <*>,702
Cannot truncate lazy persist file <*>,703
Resolved path is <*>,704
"The current effective storage policy id : <*> is not suitable for striped mode EC file : topic_name. So, just returning unspecified storage policy id",705
doEditTx() op=TRUNCATE txid=<*>,706
BUG: unexpected exception java.io.IOException: Truncate failed,707
NFS PATHCONF fileHandle: <*> client: <*>.<*>.<*>.<*>,708
Incremented write operations counter,709
Storage statistics operation counter incremented,710
Resolved path <*>,711
Created FileSystemLinkResolver instance for HdfsDataOutputStream,712
Attempting to create file at <*>,713
Retrieved path name <*>,714
Safely created wrapped output stream,715
"Attempting to create file with parameters: path=<*>, overwrite=true, bufferSize=<*>, replication=<*>, blockSize=<*>",716
UnsupportedOperationException: Operation not supported,717
NFS RMDIR dir fileHandle: <*> fileName: test_dir client: hadoop_user,718
Can't get path for dir fileId: <*>,719
Audit <*> renameSnapshot,720
"An error occurred while reflecting the event in top service, event: (cmd=,userName=)",721
Fetched transfer address for client node,722
Created socket address for namenode<*>:<*>,723
Verified local address for namenode<*>,724
Calculated distance for path <*>,725
Closed input stream for <*> file <*>,726
Cleanup completed for volume reference volume_<*>,727
Fetched configuration for nameserviceId ns<*>,728
Retrieved nameservice IDs: <*>,729
Fetched suffix IDs for nameservice ns<*>,730
Using connector : HDFSConnector,731
Node datanode<*> is healthy. It needs to replicate <*> more blocks. Decommission is still in progress.,732
<*> nodes are decommissioning but only <*> nodes will be tracked at a time. <*> nodes are currently queued waiting to be decommissioned.,733
Fetched content summary for path <*>,734
Added latency of <*>ms for read operation,735
Read operation completed successfully,736
Asking for blocks from an unrecorded node datanode<*>,737
"Wrote VERSION in the new storage, <*>",738
"Located blocks refresher enabled, adding input stream",739
"Located blocks refresher not enabled, skipping input stream addition",740
requested offset=<*> and current offset=<*>,741
"Got overwrite [<*>-<*>) smaller than current offset <*>, drop the request",742
"Got overwrite with appended data [<*>-<*>), current offset <*>, drop the overlapped section [<*>-<*>) and append new data [<*>-<*>)",743
Modify this write to write only the appended data,744
"(offset,count,nextOffset): (<*>,<*>,<*>)",745
Add new write to the list with nextOffset <*> and requested offset=<*>,746
New write buffered with xid <*> nextOffset <*> req offset=<*> mapsize=<*>,747
"Got a repeated request, same range, with xid: <*> nextOffset <*> req offset=<*>",748
Exception while stopping httpserver,749
Failed to transfer block <*>,750
This is a rare failure scenario!!!,751
Image checkpoint time <*> > edits checkpoint time <*>,752
Name-node will treat the image as the latest state of the namespace. Old edits will be discarded.,753
"Found corruption while reading <*> Error repairing corrupt blocks. Bad blocks remain., ie",754
Error reading md<*> file at <*><*>file.txt,755
Matcher matches and returns result,756
Checked inode at path <*>,757
ParentNotDirectoryException: Path <*> is not a directory,758
Premature EOF from inputStream,759
Inspecting storage directories at <*>,760
Retrieved latest edits files from namenode<*>,761
Processing edits file <*><*>,762
Successfully read <*>MB from edits file <*><*>,763
Completed processing of edits files,764
"Name checkpoint time is newer than edits, not loading edits.",765
MOUNT MNT path: <*> client: client<*>,766
Got host: namenode<*> path: <*>,767
Path <*> is not shared.,768
Giving handle (fileHandle: <*> file URI: hdfs:<*><*>:<*>) to client for export <*>,769
External block reader created successfully,770
Returning new legacy block reader local.,771
Returning new block reader local.,772
Returning new remote block reader using UNIX domain socket on <*>,773
Block read failed. Getting remote block reader using TCP,774
Operation checkOperation succeeded,775
Fetched locations for path <*>,776
Concurrent execution invoked for source <*>,777
Sequential execution invoked for source <*>,778
Task added to datanode<*> successfully,779
Erasure coding task added to datanode<*> successfully,780
Removing block level storage: <*>,781
Client State ID= <*> and Server State ID= <*>,782
The client stateId: <*> is greater than the server stateId: <*>,783
Request validation <*>,784
Fetched current user: hadoop_user,785
Executed action as user: hadoop_user,786
Response output stream closed successfully,787
Failed to execute action as user: hadoop_user,788
Success: slowDataNodesReport,789
updateScannedBytes is zeroing out slotIdx <*>. curMinute = <*>; newMinute = <*>,790
Fetched directory ID <*> from parentDir <*>,791
Ignored snapshot creation for ID <*> due to null parent directory,792
Starting up NameNode,793
"Failed to start namenode., e",794
Exiting NameNode,795
Delegation token encoded,796
Returning authentication parameters,797
Auth parameters added for proxy user,798
Insecure cluster detected,799
Secure cluster detected,800
"Token not required, returning default user parameters",801
No KEY found for persisted identifier <*>,802
STATE* Safe mode extension entered.,803
STATE* Safe mode ON.,804
Exception in RestCsrfPreventionFilterHandler,805
Created NameNode with arguments: <*>,806
Generated new cluster id: cluster-<*>,807
persistBlocks: <*> with <*> blocks is persisted to the file system,808
logRpcIds,809
logEdit,810
Creating encryption zone,811
Operation type set,812
Superuser privileges verified,813
Write operation checked,814
Write locked,815
NameNode safe mode checked,816
Encryption zone created,817
Audit event <*>,818
Edit log sync completed,819
Error during set operation type,820
Encryption zone created successfully,821
Re-encryption handler throttling because queue size <*> is larger than number of cores <*>,822
Re-encryption handler throttling because total tasks pending re-encryption updater is <*>,823
"Re-encryption handler throttling expect: <*>, actual: <*>, throttleTimerAll:<*>",824
"Throttling re-encryption, sleeping for <*> ms",825
Operation check succeeded on namenode<*>,826
RPC call to datanode<*> completed successfully,827
Pre-upgrade layout check disabled,828
Old image directory does not exist,829
Seeking to position <*> in old file,830
Closed old file successfully,831
Old version <*> is less than last pre-upgrade layout version <*>,832
Old version <*> is not less than last pre-upgrade layout version <*>,833
Cleaned up resources using IOUtils,834
Added new volume: volume-<*>,835
Logging legacy generation stamp,836
Successfully fetched instance for UpdateMasterKeyOp,837
Delegation key set successfully,838
Edit logged to FSEditLog,839
Selecting input streams starting at <*> (inProgress ok) from among <*> candidate file(s),840
IOException during edit log validation. Skipping.,841
Fetched JMX metrics from namenode<*>,842
Cannot get stat from namenode<*> using JMX,843
Set current streamer to streamer_<*>,844
Current streamer is healthy,845
"Buffer is direct, calculating chunked checksums",846
Retrieved checksum buffer from directCheckSumBuf,847
Returned buffer to pool data_pool_<*>,848
Writing chunk <*> of <*>MB to <*>,849
"Buffer is not direct, calculating chunked checksums",850
Exception occurred while handling streamer failure: Streamer streamer_<*> failed,851
"Current streamer is not healthy, exiting",852
Removing erasure coding policy from <*>,853
Erasure coding policy removal succeeded,854
Registered datanode with ID datanode_<*>,855
Checked safe mode status: SAFE,856
Operation <*> initiated with <*> <*>,857
Temporary redirect to https:<*>:<*>,858
Operation <*> completed successfully,859
Operation <*> initiated,860
Unsupported operation DELETE encountered,861
Purging old edit log <*><*>,862
Fetched number of live datanodes: <*>,863
Fetched total blocks count: <*>,864
Stopping active services for namesystem,865
"Namesystem is null, skipping service stop",866
"Exception occurred while stopping active services, initiating immediate shutdown",867
Failed to move block:block_<*> from src:<*> to destin:<*> to satisfy storageType:SSD,868
"Allowing manual HA control from <*>.<*>.<*>.<*> even though automatic HA is enabled, because the user hadoop_user specified the force flag",869
No new edits available in logs; requested starting from ID <*>,870
Selected loggers with >= <*> transactions starting from lowest txn ID <*>,871
Delegation token issued for user hadoop_user with expiry time <*>,872
Audit event logged for delegation token operation,873
"DeadNode detection is not enabled, skip to add node datanode<*>.",874
IPC's epoch <*> is less than the last promised epoch <*>; journal id: journal_<*>,875
Updated last promised epoch to <*>,876
Checked sync status for journal_<*>,877
Fetched IPC serial number <*>,878
Committed transaction ID set to <*>,879
Exception in closing hdd_pool_<*>,880
Starting parity streamer health check,881
No healthy parity streamer found,882
Encoding process initiated,883
Initializing loop for parity block processing,884
Processing parity block <*> of <*>,885
Writing parity block to storage,886
Clearing cell buffers after processing,887
Parity processing completed successfully,888
"convertToByteBufferState is invoked, not efficiently. Please use direct ByteBuffer inputs<*>",889
Skips encoding and writing parity cells as there are no healthy parity data streamers: streamers,890
Fetched replicated block stats from namenode<*>,891
Successfully retrieved block stats for pool data_pool_<*>,892
Updating edits cache to use layout version <*> starting from txn ID <*>; previous version was <*>; old entries will be cleared.,893
Updating edits cache to use layout version <*> starting from txn ID <*>,894
"pendingRepLimit is set to an invalid value, it must be greater than zero. Defaulting to <*>",895
"blocksPerLock is set to an invalid value, it must be greater than zero. Defaulting to <*>",896
Initialized the Backoff Decommission and Maintenance Monitor,897
Successfully loaded edits from <*>,898
Operation checkOperation succeeded on rpcServer,899
Fetched locations for path <*> from namenode<*>,900
Invoked sequential operation on block <*>,901
DataNode: <*> no-checksum anchor to slot pool-<*>,902
