EventId,EventTemplate,Occurrences
cf2ff918,prefix + metrics system <*>,2
a2d2ae5b,Waiting for FileSystem at <*> to be available,1
4188d21a,"<*> health check succeeded, assuming storage is up",1
cc9ccec1,"Assigning multiple NUMA nodes ( + StringUtils.join(,, assignedNumaNodeInfo.getMemNodes()) + ) for memory, ( + StringUtils.join(,, assignedNumaNodeInfo.getCpuNodes()) + ) for cpus for + containerId",1
5d17ecf5,anomalous line #<*>:<*>,1
e456af77,"FATAL, State store fenced even though the resource manager is not configured for high availability. Shutting down this resource manager to protect the integrity of the state store.",1
23c898bf,Received Heartbeat reply from RM. Allocated Containers:<*>,1
c9b10054,Router <*> listening on address: + this.server.getListenerAddress(),2
94e59f42,Job <*>,2
fdbd47fb,"Trying to schedule on a removed node, please double check, + nodeId= <*>",1
af381c9b,"Found corruption while reading <*>. Error repairing corrupt blocks. Bad blocks remain., ie",1
169f9120,<*> Transitioned from <*> to <*> on <*> event,1
76e7b1c5,Allocations created,1
53c2aa48,no resource restrictions specified. not using docker's cgroup options,1
0441db41,Kafka topic <*>,1
f6239958,IOException:,1
d3a052c8,Recovery message with <*> state,2
20202ee1,Cannot kill container <*> pid -<*>.,1
0738876e,"""Got exception while serving <*> to <*>: "", block, remoteAddress, ioe",1
3631d903,NodeHealthReport,1
969a185f,Assign container precheck for queue + getName() + on node + node.getNodeName() + failed,1
c2c105a7,Caught <*>,4
f7652635,Error starting <*>,7
2ed75d02,"#<*> processRetryInfo: retryInfo=<*>, waitTime=<*>, callId, retryInfo, waitTime",1
6221cacc,Cannot warm up EDEKs.,1
13ec76c0,Optimized read failed. Defaulting to readOneBlock <*>,1
c8d73656,Unsupported/invalid command:,1
7e7fc90d,Failed to add volume: <*>,1
147f866a,Access control <*> '<*>' not allowed. Returning,2
f329a08e,Adding csi-driver-adaptor for csi-driver <*>,1
94c1f144,Initiating Memory-to-Memory merge with + noInMemorySegments + segments of total-size: + mergeOutputSize,1
cb52911c,Zone <*> will retry re-encryption,1
976e02b6,Failed to get <*> of <*> <*>,6
7f5feea2,DIR* FSDirectory.unprotectedDelete: failed to remove $<*> because the root is not allowed to be deleted,1
60e4693a,"So far, total <*> containers selected to be preempted, <*> containers selected this round\n",1
9db4fbee,Delegation token <*>,4
5f2faeab,"<*> : <*>@<*>, <*>>",1
6ed93a7b,Making directory: <*>,1
faffd1b4,Applications still running : ...,1
03925630,No <*> available for <*>,2
0d61c732,Found <*> existing UAMs for application <*> in NMStateStore,1
406b8d6e,Missing SubCluster <*> information. Please try again by specifying <*> <*> information.,3
6b273f39,"Failed to choose from local rack (location = <*>), retry with the rack of the next replica (location = <*>)",1
4854c3f8,Waiting for <*> to <*>,2
6645a1f9,Exception while registering,1
118f221a,Processing <*> file,2
affc1524,Unknown failure while trying to fence via ssh,1
e599582c,Replaced expired token: <*>,1
8cdeb457,Storing token <*>,1
81b5d52b,Not able to find datanode <*> which has dependency with datanode <*>,1
92257a8d,Succeeded components: <*>,1
0b754603,Flushing <*>,2
f1567adf,Inserting ClusterNode <*> with queue wait time <*> and wait queue length <*>,1
744703de,TaskType for a MapTask is not Map. task=... type=...,1
a3bb2f6f,Application <*> - appId: <*> user: <*> leaf-queue of parent: <*> #applications: <*>,2
5e0f094b,Found no start time for related entity <*> of type <*> while deleting <*> of type <*>,1
505b2b05,Check the condition for main loop.,1
888d9912,MergeQueue started merging,1
ad1a35c9,"Job finished cleanly, recording last MRAppMaster retry",1
1af2d101,IP file path: <*>,1
e204e45e,Gridmix input data directory <*> already exists when -generate option is used.,1
21634524,The current job was submitted earlier than the previous one,1
7c05cd57,"The conf property not set properly, it has been configured with different journalnode values",1
64272b8d,Creating handler for protocol <*>,1
3c4610c7,"Incoming log <*> not present in my summaryLogs list, add it",1
4d8fa25e,Configuring jobConf name to use numberOfThreads threads,1
d515876c,"createFailureLog(user, operation, target, description, null, null)",1
ad55ac74,PendingReconstructionMonitor thread is interrupted.,1
250a2f5e,Failed to renew lease for clientName for (elapsed / 1000) seconds (>= hard-limit = (dfsClientConf.getleaseHardLimitPeriod() / 1000) seconds.) Closing all files being written ...,1
66923dd1,Dispatcher <*>,3
89f44116,<*> has expired hard limit,1
abbebcf1,Cannot remove records <*> query <*>,1
cbd43361,Initializing <*> AMS Processor,2
b500f0f1,this: registered blockId with slot slotId <*>,2
77612f75,File <*> is not under construction. Skipping add to low redundancy open files!,1
e28381df,Failed to create <*> at fallback : <*>,2
ce2c18e8,Replication counts offset:%d blocks:%d,1
8ca43dba,Retrying REST operation <*>. RetryCount = <*>,1
e47a46da,"log.WARN:format,args",1
98a30382,"Task attempt is done from TaskUmbilicalProtocol's point of view. However, it stays in finishing state for too long",1
4a76fb91,Updated reservation for periodic allocation,1
e5cdefb2,Loading <*>,4
f841b77a,<*>: Upgrade to version <*> failed,1
ff7c747b,Unable to determine disk scheduler type for partition <*>,1
6fa1cb1d,Getting the active app list to initialize the in-memory scm store,1
549a9577,Queue for application <*> not found during recovery. Placed in recovery queue.,1
3535f58e,included nodes = <*>,1
fef4ef6e,OnDiskMerger: We have <*> map outputs on disk. Triggering merge...,1
be944b78,Initializing Document Store <*> for : <*>,2
0c233b0c,Reduce tasks to process: this.numReduceTasks,1
105bdaf0,LOGGER.info(msg),1
d6e77c5e,Token kind is <*> and the token's service name is <*>,1
d69273e3,Invalid call marked,1
6f659789,Bad checksum type: <*>. Using default <*>,1
94f43912,Cleaning up <*> <*>,5
df8d23a8,Exception cause details,1
526d68b0,Diagnostics report from <*> <*>,2
4c8f192a,Registering UAM id <*> for application <*>,1
0a5cd19b,Processing <*>,8
61f24c16,KMS <*>,2
4190ea1b,Re-encrypting zone <*>(id=<*>),1
71d48971,PendingReconstructionMonitor checking Q,1
7f4e4252,DIR* NameSystem.delete: <*>,1
1a0cedb9,Failed to <*> the <*> <*>,10
7abd4551,"Set <*> to '<*>'<*>, name, redactor.redact(name, value), source == null ? : from + source",1
0085b6e9,HEAD <*> with change tracker <*>,1
d47495d5,Connected to + host,1
ab9bfa24,Initializing <*> for <*>,6
1f4126fa,"<*>: got InvalidToken exception while trying to construct BlockReaderLocal via <*>, this, pathInfo.getPath()",1
ea763bc8,"block<*>: closeBlock(), index",1
0f6949bb,Exception encountered while running the renewal command for <*>,1
c182b8b3,"Skipping statistical outlier detection as we don't have latency data for enough resources. Have <*>, need at least <*>",1
7ba24856,Concurrent invocation on src,1
4ad36d86,Delete startJobCommitFile in case commit is not finished as successful or failed.,1
574719ea,"NodeManager configured with <*> physical memory allocated to containers, which is more than 80% of the total physical memory available (<*>). Thrashing might happen.",1
d0ab453c,"Directory with id <*> removed during re-encrypt, skipping",1
805d3cb6,Found script: <*>,2
c8372c77,submitApplication appId <*> try <*> on SubCluster <*>,2
c94b2884,"Loaded <*> with onDiskVersion= + onDiskVersion + , layoutVersion= + layoutVersion + .",1
38213aac,Last seen exception:,1
8a833bc5,detachFile failed to delete temporary file,1
0490628c,Not doing static UID/GID mapping because 'staticMappingFile' does not exist.,1
b2694d07,"Recycle devices: <*>, type: <*> from <*>",1
6eb71072,Jiffy Comparison: + procfs.getCumulativeCpuTime() + + cgroup.getCumulativeCpuTime(),1
f09db024,Error <*> the <*>,3
2a3261e2,Generated manifest for logs since,1
054e1361,RM app submission failed in validating AM resource request for application,1
148cf680,Refresh <*> <*> groups <*> successful,2
08b1c336,FileId: <*> Service time: <*>ns. Sent response for commit: <*>,1
3eac869a,Setting node count for blacklist to <*>,1
e0f83560,Renewed ticket. kinit output: <*>,1
7e084735,Reloading keystore and truststore certificates.,1
8f108ad8,Using java.security.SecureRandom as random number generator.,1
a4a22645,Could not complete <*> retrying...,1
6d19012a,UC block <*> insufficiently-replicated since numLive (<*>) <*>),1
645dd643,"There was a conflict while upserting, hence retrying...",1
8bd3c6e7,"Total # of splits generated by getSplits: + splits.size() + , TimeTaken: + sw.now(TimeUnit.MILLISECONDS)",1
41c30996,Failed to load <*> runC image to hash file. Config not set,2
8631f79d,Boosting the map phase progress.,1
fdbff280,initialized local file as 'file'.,1
dc8330c6,Skipping download of remote edit log <*> since it's already stored locally at <*>,1
b46b577f,<*>: returning new block reader local.,1
09dd024c,Skip updating node attributes since there is no change for <*> : <*>,1
386dd172,Cannot register <*> <*>,2
20ffa332,Interrupted while waiting for <*> <*> <*>,4
8d379d66,Refusing to leave safe mode without a force flag. Exiting safe mode will cause a deletion of <*> byte(s). Please use -forceExit flag to exit safe mode forcefully if data loss is acceptable.,1
792d7125,Callback handler does not implement container resource <*> callback methods,2
297b7797,Error retrieving <*> <*> from ZK,2
25d67c41,Failed to create <*> at fallback fs : <*>,1
7a21a1d5,No auxiliary services changes detected,1
e3de87be,InMemoryAliasMap location <*> is missing. Creating it.,1
1e724415,Removing <*> from application <*>,2
a50b286d,"Average bytes per map: ..., Number of maps: ..., total size: ...",1
4ef886e2,YARN Configuration: Scheduler RM Placement Constraints Handler + placement handler will be used. Scheduling requests will be handled by the main scheduler.,1
6cffc2ce,Sequential invocation <*>,3
babade6e,Start information of application <*> is written,2
ff8fd410,Failed to <*> <*>,27
a7f96fb4,"Container Status: id=<*>, status=<*>",1
d275b777,Re-encryption using key version,1
01216513,File <*> successfully,2
868eea9a,Unknown WritingApplicationHistoryEvent type: <*>,1
ae64f0a8,Illegal event type:,1
40d0ff2a,Establishing zookeeper connection for <*>,1
3e6c414b,Application <*> cannot be found in scheduler.,1
e34b4449,"Re-encryption caught exception, will retry",1
f18be60d,Launching DNS server,1
20c81d74,deleting simple file <*>,1
7fd1ec09,skipping skipAmt bytes at the end of edit log getName(): reached txid txId out of lastTxId,1
00f6cf47,Internal Server Error was encountered while making a request,1
00c27e36,File processed and submitted for upload,1
68d79df2,checkAccess operation <*>,2
4131a01d,... (additional logs from dumpParsedTaskAttempt if any) ...,1
f52083ad,Loaded <*> <*> version info <*>,3
b702db75,Diskspace quota set,1
4562a0c1,Fail to sync service spec: <*>,1
fe62c202,Removing token master key at <*>,1
7e4a9382,Tried to read from deleted edit log segment,1
717b563d,Deleted 0 entities of type entityType,1
7824655c,Available space block placement policy initialized: DFS_NAMENODE_AVAILABLE_SPACE_BLOCK_PLACEMENT_POLICY_BALANCED_SPACE_PREFERENCE_FRACTION_KEY = balancedPreferencePercent,1
e44a84ed,Cannot execute <*> on <*>: <*>,1
e6685e96,rpcServer.isInvokeConcurrent returned <*>,2
f591683f,User + appSubmitterUgi.getUserName() + added suffix(.sh/.bat) to script file as + renamedScriptPath,1
7ed5845e,this + : replica refCount + (replica.refCount - 1) + -> + replica.refCount + StringUtils.getStackTrace(Thread.currentThread()),1
923caa85,Invalid <*> request,8
3540eaee,reencryptEncryptedKeys <*> keys for key <*> took,1
6fc3e395,Environment <*> <*>,1
dfb7692f,Redirecting to AHS ...,1
27fa990e,checking for deactivate of application : + this.applicationId,1
86b3aaee,updatePipeline( + oldBlock.getLocalBlock() + => + newBlock.getLocalBlock() + ) success,1
79386fb7,range.getMin()=<*> nextOffset=<*>,1
6f79a4c7,using cgroup parent: <*>,1
a5daf814,"Token not required, returning default user parameters",1
95ec5bd5,incomplete rm state store entry found : + record,1
28b0e3ac,"Failed to initialize authentication handler + authHandlerClassName, ex",1
58bef340,Error registering <*> MBean,2
960160fb,Applications <*> countHere,6
36bf4160,"Concurrent thread successfully re-registered, moving on.",1
31709406,sending PRC request,1
9b66d0d1,"read requested b = null offset = <*> len = <*>, off, len",1
c799c8df,Lease renewed for client <*>,1
cf0ddcc6,Started entry writer <*>,1
61e09a97,Failed to move aside pre-upgrade storage in image directory,1
18f6dc00,Date conversion error,1
4dd137bb,"Exception thrown in onDeviceReleased of + devicePlugin.getClass() + for container: + container.getContainerId().toString(), e",1
493b2bc8,Initialized auxiliary service <*>,1
994ab731,Write operation checked,2
decc0174,Found tarball at: <*>,1
a4933776,Adding containers for preemption,1
f30e54d4,Service: <*> entered state <*>,1
d2921a06,Get volume create request from plugin:<*> for container: <*>,1
4986937e,rename: renaming <*> <*> to <*>,2
a149d224,Handling <*>,4
08563c80,No new edits available in logs; requested starting from ID <*>,1
94b567bd,Configuration must be suffixed with nameservice and namenode ID for HA configuration,1
627f2635,Application completed. Stopping running containers,1
1639c97f,Waiting for <*> <*>,5
6c95a096,Logger error message with arguments,1
6d1e86c6,IOException during <*>,2
7cef311b,scanning file: <*>,2
a009c819,Task attempt <*>,2
8f982b99,Exception while trying to get password for alias <*>:,1
5dc6f24b,Got an exception while writing file,1
2f4a183c,Connection to the State Store driver <*> is open and ready,1
0538085c,The requested section for <*> is empty. It will not be output to the image,1
90a8b24a,Destination file exists: <*>,1
3eee41e1,New Resource Instance Created,1
c15824e3,"Failed to manage OS cache for ""<*>"" fd <fd.toString()",1
d5068aaa,Removing master key,1
4b67b6d8,Matched a 'bytes sent' line outside of a class stats segment : <*>,1
3c2a658d,this + <*> <*> with NN,2
57c33ce5,amRegistrationRequest recovered for <*>,1
c241738f,FSTrashRoot operation executed,1
09958453,"Exception in closing <*>, <*>",1
df776e57,Exception while removing old mirror,1
d2ade8ae,Not generating HistoryFinish event since start event not generated for <*> + <*>,2
06c634f3,"Requesting role <*> with duration <*>; policy = <*>, roleARN, duration, policy",1
e5dc2576,buildTokenServiceForLogicalUri,2
e0161a6d,Using conf database at storeRoot,1
a9b27721,The specified queue: + queueName + does not exist!,1
dbcaef26,"Got Cluster metric info from ASM, <*>",2
13057485,Unknown format of script output! Skipping this line,1
bb6e1d2d,No <*> to <*>,3
6d847a1e,VolumeImpl + volumeId + transitioned from + oldState + to + newState,1
4d4a9f1a,Allocated new BlockPoolId: <*>,1
dec91104,Using <*> <*> for 'host' and <*>,6
f55e2a0e,Success log for completed application state,1
161897b3,Deleted <*> cache files,1
5f760fed,"Satisifer Q - outstanding limit:<*>, current size:<*>",1
9496d2bc,Application <*> has one <*> finished <*>,4
f3731f07,Receiving one packet for block xyz: header_info,1
06673276,Add dead node to check: <*>.,1
8f898770,Computing partitions took (t3 - t2) ms,1
0736d151,FSCreate operation executed,1
d0ba1e8b,Scanning <*> for files to commit,1
0d81532c,"Non device number provided, cannot decide the device type",1
f456d180,taskId + Task Transitioned from + oldState + to + getInternalState(),1
d33052ca,Failed to accept this proposal because it tries to release an outdated reserved container,1
c94ba041,Registry <*> key <*> failed,3
cf0ac1d3,Stopping auxiliary service,1
